time,wx (rad/s),wy (rad/s),wz (rad/s)
16.351,-1.03,-1.68,-6.68
16.353,-1.16,-1.53,-6.64
16.356,-1.30,-1.38,-6.60
16.358,-1.45,-1.23,-6.56
16.359,-1.61,-1.08,-6.52
16.361,-1.79,-0.94,-6.48
16.364,-1.99,-0.79,-6.44
16.365,-2.19,-0.65,-6.40
16.368,-2.40,-0.52,-6.36
16.369,-2.63,-0.40,-6.31
16.371,-2.85,-0.30,-6.25
16.374,-3.06,-0.20,-6.19
16.375,-3.28,-0.12,-6.10
16.377,-3.47,-0.05,-6.01
16.379,-3.64,0.02,-5.89
16.381,-3.78,0.08,-5.75
16.383,-3.89,0.12,-5.60
16.386,-3.98,0.17,-5.43
16.387,-4.01,0.20,-5.24
16.389,-4.02,0.21,-5.04
16.391,-3.99,0.22,-4.83
16.393,-3.93,0.21,-4.61
16.395,-3.85,0.20,-4.37
16.397,-3.73,0.17,-4.12
16.399,-3.58,0.14,-3.85
16.401,-3.42,0.12,-3.58
16.404,-3.21,0.08,-3.28
16.405,-2.98,0.05,-2.98
16.407,-2.71,0.02,-2.65
16.409,-2.42,-0.01,-2.31
16.411,-2.09,-0.04,-1.95
16.413,-1.74,-0.05,-1.58
16.415,-1.37,-0.04,-1.20
16.417,-0.96,-0.03,-0.81
16.419,-0.55,0.00,-0.41
16.421,-0.15,0.06,-0.01
16.424,0.25,0.13,0.41
16.425,0.65,0.20,0.82
16.428,1.03,0.29,1.24
16.430,1.39,0.37,1.67
16.431,1.72,0.46,2.11
16.434,2.02,0.55,2.54
16.436,2.29,0.64,2.98
16.438,2.53,0.73,3.41
16.439,2.73,0.84,3.84
16.441,2.91,0.95,4.27
16.444,3.05,1.08,4.69
16.446,3.17,1.22,5.11
16.448,3.25,1.37,5.52
16.450,3.30,1.52,5.93
16.452,3.32,1.67,6.34
16.454,3.32,1.84,6.74
16.456,3.29,2.01,7.12
16.457,3.25,2.18,7.51
16.459,3.18,2.37,7.88
16.461,3.10,2.57,8.25
16.464,3.01,2.77,8.60
16.466,2.90,2.95,8.95
16.468,2.76,3.13,9.27
16.470,2.61,3.30,9.59
16.472,2.43,3.47,9.89
16.474,2.25,3.61,10.17
16.476,2.04,3.74,10.44
16.478,1.81,3.86,10.70
16.480,1.57,3.96,10.95
16.482,1.33,4.04,11.19
16.484,1.07,4.11,11.43
16.486,0.80,4.16,11.65
16.488,0.53,4.20,11.87
16.490,0.25,4.21,12.08
16.492,-0.02,4.22,12.28
16.494,-0.29,4.20,12.47
16.496,-0.56,4.18,12.66
16.498,-0.82,4.15,12.84
16.500,-1.09,4.11,13.00
16.502,-1.35,4.05,13.16
16.504,-1.60,3.99,13.31
16.506,-1.85,3.91,13.46
16.508,-2.10,3.84,13.60
16.510,-2.34,3.77,13.74
16.512,-2.59,3.71,13.86
16.514,-2.85,3.66,14.01
16.516,-3.09,3.57,14.17
16.518,-3.36,3.48,14.34
16.520,-3.64,3.40,14.50
16.522,-3.92,3.30,14.66
16.524,-4.19,3.19,14.84
16.526,-4.46,3.10,15.02
16.529,-4.70,2.99,15.19
16.530,-4.93,2.91,15.35
16.532,-5.14,2.83,15.51
16.534,-5.34,2.77,15.65
16.536,-5.54,2.73,15.76
16.538,-5.72,2.70,15.85
16.540,-5.89,2.67,15.92
16.542,-6.07,2.65,15.98
16.544,-6.25,2.63,16.01
16.547,-6.42,2.60,16.05
16.548,-6.59,2.58,16.07
16.551,-6.76,2.54,16.09
16.552,-6.92,2.49,16.13
16.554,-7.08,2.42,16.15
16.557,-7.24,2.35,16.19
16.558,-7.39,2.25,16.24
16.560,-7.54,2.16,16.28
16.562,-7.70,2.08,16.31
16.564,-7.86,2.00,16.32
16.566,-8.03,1.93,16.31
16.568,-8.21,1.88,16.27
16.570,-8.40,1.83,16.22
16.572,-8.61,1.82,16.13
16.574,-8.84,1.81,15.99
16.576,-9.08,1.83,15.83
16.578,-9.31,1.86,15.61
16.580,-9.59,1.90,15.35
16.582,-9.90,1.95,15.04
16.584,-10.21,1.98,14.70
16.586,-10.55,1.99,14.33
16.588,-10.91,1.99,13.93
16.590,-11.27,1.97,13.53
16.592,-11.65,1.93,13.12
16.594,-12.01,1.85,12.72
16.596,-12.36,1.76,12.33
16.598,-12.71,1.66,11.95
16.600,-13.02,1.54,11.59
16.602,-13.30,1.42,11.23
16.604,-13.52,1.30,10.88
16.606,-13.71,1.19,10.53
16.608,-13.85,1.08,10.18
16.610,-13.94,0.98,9.82
16.612,-14.00,0.87,9.46
16.614,-14.00,0.72,9.11
16.617,-13.97,0.57,8.76
16.618,-13.90,0.41,8.43
16.620,-13.78,0.22,8.12
16.622,-13.61,0.02,7.81
16.624,-13.41,-0.19,7.52
16.627,-13.17,-0.42,7.25
16.629,-12.88,-0.68,6.98
16.630,-12.56,-0.95,6.73
16.632,-12.22,-1.22,6.50
16.634,-11.83,-1.54,6.27
16.636,-11.43,-1.87,6.07
16.638,-11.00,-2.21,5.88
16.640,-10.53,-2.57,5.72
16.642,-10.03,-2.95,5.57
16.644,-9.53,-3.33,5.45
16.647,-9.00,-3.72,5.34
16.648,-8.46,-4.11,5.24
16.650,-7.92,-4.50,5.16
16.652,-7.40,-4.87,5.08
16.654,-6.92,-5.23,5.02
16.657,-6.43,-5.56,4.98
16.658,-5.97,-5.86,4.94
16.660,-5.56,-6.10,4.92
16.662,-5.21,-6.28,4.90
16.664,-4.90,-6.43,4.91
16.667,-4.64,-6.54,4.93
16.669,-4.44,-6.61,4.96
16.670,-4.29,-6.65,5.00
16.672,-4.19,-6.63,5.04
16.674,-4.14,-6.60,5.08
16.676,-4.16,-6.53,5.12
16.678,-4.23,-6.44,5.17
16.680,-4.35,-6.34,5.22
16.682,-4.52,-6.22,5.28
16.684,-4.72,-6.09,5.34
16.687,-4.94,-5.93,5.39
16.688,-5.18,-5.75,5.45
16.690,-5.42,-5.56,5.51
16.692,-5.65,-5.35,5.56
16.695,-5.87,-5.12,5.60
16.697,-6.08,-4.89,5.63
16.699,-6.27,-4.65,5.65
16.701,-6.45,-4.43,5.66
16.703,-6.61,-4.20,5.64
16.705,-6.75,-3.98,5.62
16.707,-6.87,-3.78,5.59
16.709,-6.98,-3.59,5.53
16.711,-7.06,-3.40,5.46
16.712,-7.12,-3.23,5.37
16.715,-7.16,-3.06,5.26
16.716,-7.17,-2.90,5.14
16.718,-7.15,-2.75,5.01
16.720,-7.11,-2.61,4.88
16.722,-7.04,-2.49,4.75
16.725,-6.93,-2.38,4.61
16.727,-6.80,-2.30,4.48
16.729,-6.64,-2.23,4.35
16.731,-6.44,-2.19,4.23
16.733,-6.21,-2.16,4.11
16.735,-5.96,-2.15,3.99
16.737,-5.68,-2.15,3.87
16.739,-5.39,-2.17,3.75
16.741,-5.08,-2.20,3.65
16.742,-4.75,-2.25,3.54
16.745,-4.41,-2.31,3.43
16.747,-4.07,-2.39,3.33
16.750,-3.72,-2.48,3.23
16.751,-3.39,-2.57,3.13
16.753,-3.07,-2.65,3.05
16.755,-2.75,-2.72,2.96
16.757,-2.45,-2.80,2.88
16.759,-2.19,-2.88,2.81
16.761,-1.95,-2.95,2.74
16.763,-1.73,-3.03,2.67
16.765,-1.53,-3.10,2.60
16.767,-1.36,-3.16,2.54
16.769,-1.20,-3.21,2.48
16.771,-1.07,-3.25,2.42
16.773,-0.96,-3.29,2.37
16.775,-0.88,-3.33,2.33
16.777,-0.82,-3.37,2.28
16.779,-0.77,-3.40,2.25
16.781,-0.76,-3.44,2.22
16.783,-0.76,-3.50,2.20
16.785,-0.79,-3.56,2.19
16.787,-0.83,-3.64,2.18
16.789,-0.88,-3.73,2.19
16.791,-0.94,-3.82,2.20
16.793,-1.02,-3.91,2.22
16.795,-1.11,-4.02,2.23
16.797,-1.19,-4.12,2.26
16.799,-1.28,-4.22,2.29
16.801,-1.38,-4.30,2.32
16.803,-1.48,-4.36,2.35
16.805,-1.58,-4.40,2.38
16.807,-1.69,-4.41,2.43
16.809,-1.81,-4.38,2.47
16.811,-1.93,-4.34,2.50
16.813,-2.07,-4.25,2.53
16.815,-2.21,-4.15,2.55
16.817,-2.36,-4.02,2.55
16.819,-2.52,-3.88,2.53
16.821,-2.68,-3.71,2.50
16.823,-2.83,-3.51,2.46
16.825,-2.98,-3.29,2.39
16.827,-3.12,-3.02,2.29
16.829,-3.24,-2.74,2.17
16.831,-3.36,-2.42,2.02
16.833,-3.47,-2.08,1.86
16.835,-3.55,-1.74,1.68
16.837,-3.62,-1.37,1.48
16.839,-3.67,-1.01,1.26
16.841,-3.70,-0.65,1.01
16.843,-3.71,-0.31,0.76
16.845,-3.69,-0.00,0.50
16.847,-3.62,0.29,0.22
16.849,-3.50,0.56,-0.06
16.851,-3.33,0.81,-0.35
16.853,-3.10,1.03,-0.65
16.855,-2.80,1.22,-0.95
16.857,-2.44,1.37,-1.24
16.859,-2.03,1.48,-1.53
16.861,-1.58,1.56,-1.81
16.863,-1.09,1.61,-2.06
16.865,-0.58,1.64,-2.30
16.867,-0.05,1.65,-2.52
16.869,0.48,1.65,-2.71
16.871,1.01,1.63,-2.89
16.874,1.52,1.61,-3.07
16.875,2.04,1.59,-3.24
16.878,2.54,1.56,-3.41
16.879,3.02,1.55,-3.56
16.881,3.48,1.53,-3.71
16.883,3.91,1.51,-3.84
16.885,4.31,1.50,-3.97
16.887,4.69,1.50,-4.10
16.889,5.03,1.52,-4.21
16.891,5.34,1.55,-4.33
16.893,5.62,1.59,-4.44
16.895,5.88,1.64,-4.56
16.897,6.10,1.70,-4.66
16.899,6.29,1.76,-4.76
16.901,6.46,1.79,-4.86
16.903,6.58,1.81,-4.96
16.905,6.68,1.81,-5.05
16.907,6.75,1.79,-5.14
16.909,6.79,1.76,-5.22
16.911,6.82,1.70,-5.31
16.914,6.81,1.65,-5.40
16.915,6.78,1.58,-5.49
16.917,6.74,1.52,-5.60
16.919,6.68,1.45,-5.70
16.921,6.60,1.37,-5.80
16.924,6.51,1.31,-5.92
16.925,6.40,1.25,-6.02
16.927,6.28,1.20,-6.13
16.929,6.16,1.16,-6.24
16.931,6.03,1.12,-6.34
16.933,5.89,1.10,-6.44
16.935,5.75,1.09,-6.53
16.937,5.60,1.08,-6.62
16.939,5.45,1.10,-6.71
16.941,5.30,1.12,-6.79
16.944,5.17,1.14,-6.86
16.946,5.03,1.18,-6.92
16.948,4.89,1.23,-6.98
16.950,4.77,1.28,-7.02
16.952,4.64,1.35,-7.06
16.954,4.53,1.43,-7.10
16.956,4.42,1.51,-7.13
16.957,4.33,1.59,-7.16
16.960,4.24,1.68,-7.18
16.961,4.17,1.75,-7.19
16.964,4.11,1.83,-7.20
16.966,4.06,1.90,-7.20
16.968,4.01,1.96,-7.21
16.970,3.98,2.02,-7.21
16.972,3.95,2.07,-7.21
16.974,3.93,2.11,-7.21
16.976,3.92,2.14,-7.21
16.978,3.91,2.16,-7.21
16.980,3.92,2.17,-7.21
16.981,3.93,2.17,-7.22
16.984,3.94,2.16,-7.22
16.986,3.97,2.16,-7.24
16.988,4.00,2.13,-7.26
16.990,4.04,2.11,-7.28
16.992,4.07,2.09,-7.31
16.994,4.12,2.06,-7.35
16.996,4.16,2.03,-7.39
16.998,4.21,1.99,-7.44
17.000,4.26,1.95,-7.48
17.002,4.30,1.91,-7.54
17.004,4.36,1.87,-7.60
17.006,4.41,1.83,-7.66
17.008,4.45,1.78,-7.72
17.010,4.50,1.74,-7.79
17.012,4.55,1.69,-7.86
17.014,4.59,1.64,-7.94
17.016,4.63,1.60,-8.01
17.018,4.68,1.56,-8.09
17.020,4.71,1.52,-8.17
17.022,4.75,1.48,-8.25
17.024,4.77,1.44,-8.33
17.026,4.80,1.39,-8.41
17.028,4.82,1.33,-8.49
17.030,4.83,1.27,-8.56
17.032,4.84,1.20,-8.63
17.034,4.85,1.13,-8.70
17.044,4.85,1.06,-8.76
17.044,4.84,0.99,-8.82
17.044,4.83,0.91,-8.88
17.045,4.81,0.83,-8.94
17.045,4.78,0.75,-8.99
17.046,4.76,0.66,-9.05
17.048,4.74,0.57,-9.10
17.050,4.69,0.49,-9.15
17.052,4.64,0.41,-9.20
17.054,4.61,0.33,-9.24
17.057,4.55,0.25,-9.27
17.058,4.50,0.18,-9.30
17.060,4.44,0.12,-9.33
17.062,4.38,0.06,-9.34
17.065,4.32,0.01,-9.35
17.066,4.24,-0.02,-9.35
17.068,4.17,-0.06,-9.36
17.071,4.09,-0.08,-9.36
17.072,4.00,-0.08,-9.36
17.074,3.92,-0.08,-9.36
17.077,3.83,-0.07,-9.35
17.078,3.74,-0.05,-9.34
17.081,3.64,-0.02,-9.32
17.082,3.55,-0.00,-9.31
17.085,3.44,0.02,-9.29
17.086,3.33,0.05,-9.27
17.089,3.23,0.08,-9.25
17.090,3.12,0.12,-9.23
17.093,3.02,0.15,-9.20
17.094,2.92,0.17,-9.17
17.097,2.80,0.19,-9.14
17.098,2.70,0.21,-9.11
17.101,2.60,0.22,-9.07
17.102,2.51,0.21,-9.04
17.105,2.41,0.20,-8.99
17.107,2.32,0.18,-8.95
17.109,2.24,0.14,-8.90
17.111,2.16,0.11,-8.86
17.113,2.09,0.06,-8.81
17.114,2.02,0.02,-8.77
17.119,1.95,-0.04,-8.72
17.119,1.88,-0.09,-8.68
17.121,1.81,-0.16,-8.63
17.123,1.75,-0.23,-8.59
17.125,1.68,-0.29,-8.54
17.127,1.61,-0.37,-8.50
17.129,1.54,-0.44,-8.46
17.131,1.47,-0.50,-8.41
17.133,1.41,-0.55,-8.36
17.135,1.34,-0.60,-8.32
17.137,1.26,-0.63,-8.26
17.140,1.20,-0.66,-8.22
17.141,1.13,-0.67,-8.17
17.145,1.07,-0.67,-8.13
17.145,1.00,-0.66,-8.08
17.147,0.93,-0.65,-8.03
17.149,0.86,-0.61,-8.00
17.151,0.80,-0.58,-7.97
17.153,0.72,-0.53,-7.93
17.155,0.64,-0.47,-7.91
17.157,0.55,-0.41,-7.90
17.159,0.47,-0.35,-7.89
17.161,0.39,-0.31,-7.88
17.163,0.30,-0.26,-7.88
17.165,0.21,-0.22,-7.88
17.167,0.12,-0.17,-7.88
17.169,0.05,-0.13,-7.89
17.171,-0.03,-0.09,-7.89
17.173,-0.11,-0.05,-7.91
17.175,-0.18,-0.01,-7.92
17.177,-0.23,0.03,-7.95
17.179,-0.28,0.06,-7.96
17.182,-0.33,0.09,-7.99
17.183,-0.37,0.12,-8.01
17.185,-0.40,0.15,-8.04
17.187,-0.42,0.18,-8.06
17.189,-0.44,0.20,-8.10
17.191,-0.45,0.22,-8.12
17.193,-0.46,0.23,-8.16
17.196,-0.47,0.24,-8.20
17.197,-0.47,0.24,-8.25
17.199,-0.47,0.23,-8.30
17.201,-0.47,0.21,-8.36
17.203,-0.46,0.19,-8.41
17.205,-0.45,0.15,-8.48
17.207,-0.44,0.11,-8.55
17.209,-0.42,0.05,-8.61
17.211,-0.40,-0.01,-8.68
17.213,-0.38,-0.08,-8.74
17.215,-0.35,-0.16,-8.80
17.218,-0.32,-0.24,-8.85
17.219,-0.29,-0.32,-8.89
17.221,-0.26,-0.40,-8.93
17.224,-0.22,-0.47,-8.96
17.225,-0.18,-0.54,-9.00
17.228,-0.15,-0.61,-9.02
17.230,-0.10,-0.68,-9.05
17.231,-0.06,-0.74,-9.06
17.233,-0.03,-0.80,-9.07
17.235,0.00,-0.85,-9.07
17.238,0.03,-0.90,-9.06
17.239,0.06,-0.97,-9.03
17.241,0.09,-1.06,-9.00
17.243,0.12,-1.15,-8.96
17.245,0.14,-1.25,-8.90
17.247,0.17,-1.36,-8.84
17.249,0.20,-1.47,-8.78
17.252,0.23,-1.59,-8.71
17.253,0.25,-1.71,-8.63
17.255,0.27,-1.84,-8.56
17.259,0.29,-1.96,-8.48
17.260,0.31,-2.08,-8.41
17.261,0.32,-2.19,-8.34
17.263,0.33,-2.30,-8.27
17.265,0.34,-2.40,-8.19
17.267,0.34,-2.51,-8.12
17.270,0.34,-2.61,-8.04
17.271,0.35,-2.72,-7.97
17.273,0.35,-2.82,-7.89
17.275,0.35,-2.91,-7.81
17.277,0.35,-2.99,-7.73
17.279,0.35,-3.05,-7.66
17.281,0.36,-3.10,-7.59
17.283,0.35,-3.15,-7.52
17.285,0.35,-3.18,-7.46
17.288,0.34,-3.22,-7.39
17.289,0.33,-3.25,-7.32
17.292,0.31,-3.28,-7.26
17.293,0.30,-3.31,-7.19
17.295,0.27,-3.32,-7.13
17.297,0.24,-3.34,-7.07
17.300,0.19,-3.34,-7.00
17.301,0.13,-3.33,-6.93
17.304,0.07,-3.31,-6.86
17.306,-0.02,-3.27,-6.80
17.308,-0.12,-3.21,-6.74
17.309,-0.24,-3.13,-6.68
17.312,-0.38,-3.04,-6.62
17.313,-0.53,-2.96,-6.57
17.315,-0.71,-2.87,-6.52
17.317,-0.91,-2.78,-6.48
17.320,-1.12,-2.70,-6.42
17.321,-1.35,-2.62,-6.37
17.324,-1.58,-2.56,-6.31
17.325,-1.81,-2.51,-6.24
17.328,-2.05,-2.47,-6.17
17.329,-2.27,-2.43,-6.09
17.333,-2.48,-2.40,-6.01
17.334,-2.66,-2.37,-5.90
17.336,-2.82,-2.34,-5.80
17.337,-2.93,-2.30,-5.68
17.339,-3.01,-2.25,-5.56
17.342,-3.05,-2.19,-5.42
17.344,-3.03,-2.13,-5.28
17.346,-2.98,-2.05,-5.12
17.347,-2.87,-1.95,-4.94
17.351,-2.72,-1.85,-4.75
17.352,-2.54,-1.73,-4.54
17.354,-2.31,-1.58,-4.31
17.356,-2.05,-1.43,-4.05
17.357,-1.76,-1.27,-3.78
17.361,-1.45,-1.11,-3.48
17.362,-1.10,-0.95,-3.17
17.364,-0.73,-0.79,-2.83
17.366,-0.32,-0.62,-2.47
17.368,0.11,-0.45,-2.09
17.370,0.56,-0.26,-1.68
17.372,1.04,-0.05,-1.25
17.374,1.54,0.17,-0.81
17.376,2.04,0.40,-0.35
17.378,2.54,0.65,0.14
17.379,3.04,0.92,0.63
17.382,3.52,1.20,1.13
17.384,3.98,1.48,1.65
17.386,4.39,1.76,2.16
17.388,4.77,2.04,2.67
17.391,5.09,2.29,3.19
17.392,5.36,2.54,3.70
17.394,5.57,2.79,4.19
17.396,5.75,3.07,4.68
17.398,5.88,3.38,5.15
17.400,5.98,3.71,5.62
17.402,6.04,4.07,6.08
17.404,6.06,4.42,6.52
17.406,6.05,4.78,6.96
17.408,6.00,5.15,7.38
17.410,5.91,5.49,7.79
17.412,5.78,5.83,8.19
17.414,5.62,6.13,8.57
17.416,5.43,6.40,8.93
17.418,5.21,6.65,9.27
17.420,4.98,6.86,9.61
17.422,4.72,7.04,9.94
17.424,4.46,7.18,10.25
17.426,4.17,7.30,10.55
17.428,3.88,7.38,10.84
17.430,3.58,7.42,11.13
17.432,3.28,7.44,11.40
17.434,2.96,7.42,11.65
17.437,2.64,7.37,11.89
17.438,2.31,7.30,12.12
17.441,1.97,7.21,12.33
17.442,1.64,7.10,12.53
17.444,1.30,6.98,12.72
17.446,0.97,6.85,12.90
17.448,0.63,6.71,13.08
17.450,0.31,6.57,13.25
17.452,-0.01,6.43,13.43
17.454,-0.32,6.29,13.60
17.456,-0.63,6.17,13.79
17.458,-0.92,6.03,14.01
17.460,-1.21,5.89,14.22
17.462,-1.49,5.76,14.45
17.464,-1.75,5.62,14.67
17.466,-1.99,5.51,14.90
17.469,-2.20,5.41,15.13
17.470,-2.38,5.32,15.32
17.473,-2.53,5.25,15.49
17.474,-2.67,5.18,15.64
17.476,-2.80,5.12,15.77
17.478,-2.92,5.07,15.87
17.480,-3.03,5.02,15.96
17.482,-3.13,4.97,16.02
17.484,-3.24,4.94,16.08
17.487,-3.37,4.90,16.12
17.488,-3.49,4.86,16.16
17.490,-3.63,4.82,16.18
17.492,-3.77,4.78,16.21
17.494,-3.93,4.74,16.23
17.496,-4.11,4.71,16.24
17.499,-4.30,4.67,16.26
17.500,-4.51,4.64,16.25
17.503,-4.75,4.61,16.25
17.504,-4.99,4.59,16.22
17.507,-5.26,4.58,16.19
17.508,-5.55,4.57,16.14
17.512,-5.85,4.57,16.08
17.514,-6.18,4.57,16.01
17.514,-6.51,4.57,15.91
17.517,-6.86,4.57,15.80
17.519,-7.20,4.56,15.68
17.520,-7.55,4.53,15.55
17.522,-7.90,4.48,15.40
17.524,-8.24,4.40,15.24
17.526,-8.56,4.31,15.06
17.528,-8.87,4.20,14.87
17.530,-9.16,4.07,14.67
17.532,-9.39,3.93,14.45
17.534,-9.62,3.79,14.22
17.537,-9.82,3.64,13.98
17.538,-10.00,3.49,13.73
17.541,-10.15,3.34,13.47
17.542,-10.28,3.18,13.21
17.545,-10.38,3.01,12.94
17.547,-10.45,2.84,12.68
17.548,-10.49,2.67,12.42
17.551,-10.51,2.50,12.16
17.553,-10.50,2.33,11.93
17.554,-10.47,2.18,11.68
17.557,-10.41,2.04,11.46
17.558,-10.33,1.91,11.23
17.561,-10.23,1.79,11.01
17.562,-10.13,1.68,10.80
17.565,-10.02,1.57,10.59
17.567,-9.90,1.45,10.39
17.568,-9.79,1.34,10.19
17.571,-9.68,1.21,10.00
17.572,-9.58,1.09,9.81
17.575,-9.48,0.97,9.63
17.576,-9.38,0.84,9.45
17.579,-9.27,0.71,9.28
17.580,-9.16,0.57,9.11
17.583,-9.04,0.42,8.94
17.584,-8.91,0.26,8.79
17.588,-8.76,0.10,8.63
17.588,-8.61,-0.08,8.49
17.591,-8.44,-0.26,8.33
17.593,-8.26,-0.45,8.19
17.595,-8.08,-0.62,8.05
17.596,-7.89,-0.79,7.90
17.599,-7.71,-0.97,7.76
17.600,-7.52,-1.13,7.62
17.604,-7.34,-1.29,7.49
17.604,-7.15,-1.45,7.35
17.607,-6.99,-1.60,7.22
17.608,-6.83,-1.74,7.09
17.611,-6.66,-1.88,6.96
17.613,-6.50,-2.02,6.84
17.615,-6.33,-2.16,6.71
17.617,-6.17,-2.30,6.59
17.619,-6.01,-2.44,6.46
17.621,-5.83,-2.59,6.32
17.622,-5.67,-2.72,6.18
17.625,-5.50,-2.86,6.04
17.627,-5.32,-2.99,5.89
17.629,-5.15,-3.11,5.74
17.631,-4.96,-3.22,5.60
17.633,-4.77,-3.32,5.45
17.635,-4.59,-3.41,5.30
17.637,-4.40,-3.50,5.16
17.639,-4.22,-3.57,5.01
17.641,-4.05,-3.64,4.87
17.644,-3.87,-3.71,4.74
17.645,-3.70,-3.76,4.61
17.647,-3.54,-3.82,4.49
17.649,-3.38,-3.85,4.37
17.651,-3.23,-3.87,4.26
17.653,-3.09,-3.88,4.17
17.655,-2.97,-3.87,4.08
17.657,-2.85,-3.84,4.00
17.659,-2.75,-3.80,3.93
17.661,-2.68,-3.75,3.87
17.663,-2.62,-3.69,3.81
17.665,-2.57,-3.61,3.76
17.668,-2.53,-3.52,3.72
17.669,-2.52,-3.41,3.68
17.671,-2.52,-3.30,3.65
17.673,-2.53,-3.18,3.60
17.676,-2.56,-3.06,3.57
17.677,-2.61,-2.93,3.53
17.679,-2.67,-2.79,3.50
17.681,-2.74,-2.65,3.47
17.684,-2.83,-2.51,3.45
17.685,-2.92,-2.37,3.43
17.687,-3.03,-2.23,3.43
17.689,-3.13,-2.09,3.42
17.691,-3.25,-1.95,3.43
17.693,-3.37,-1.81,3.43
17.695,-3.50,-1.68,3.43
17.697,-3.62,-1.55,3.42
17.699,-3.74,-1.42,3.42
17.701,-3.86,-1.32,3.40
17.704,-3.97,-1.23,3.40
17.705,-4.08,-1.18,3.38
17.707,-4.18,-1.14,3.37
17.709,-4.27,-1.13,3.36
17.711,-4.35,-1.15,3.35
17.713,-4.42,-1.18,3.34
17.715,-4.47,-1.22,3.33
17.717,-4.49,-1.30,3.33
17.719,-4.51,-1.38,3.32
17.722,-4.52,-1.49,3.32
17.724,-4.50,-1.62,3.32
17.726,-4.47,-1.75,3.33
17.727,-4.41,-1.89,3.34
17.729,-4.35,-2.03,3.35
17.731,-4.27,-2.18,3.36
17.734,-4.17,-2.32,3.37
17.735,-4.07,-2.46,3.38
17.738,-3.96,-2.60,3.40
17.739,-3.84,-2.73,3.41
17.742,-3.72,-2.85,3.43
17.744,-3.60,-2.96,3.45
17.745,-3.47,-3.07,3.48
17.747,-3.35,-3.19,3.50
17.749,-3.22,-3.30,3.54
17.751,-3.10,-3.40,3.57
17.753,-2.97,-3.50,3.61
17.755,-2.85,-3.58,3.66
17.757,-2.73,-3.64,3.70
17.759,-2.62,-3.70,3.74
17.762,-2.51,-3.76,3.78
17.764,-2.42,-3.80,3.82
17.765,-2.33,-3.83,3.85
17.767,-2.26,-3.84,3.86
17.770,-2.19,-3.83,3.85
17.771,-2.14,-3.82,3.83
17.773,-2.11,-3.79,3.79
17.775,-2.09,-3.74,3.73
17.777,-2.09,-3.68,3.64
17.779,-2.11,-3.60,3.54
17.781,-2.13,-3.50,3.41
17.784,-2.16,-3.37,3.26
17.785,-2.21,-3.23,3.09
17.788,-2.26,-3.06,2.90
17.789,-2.32,-2.87,2.68
17.791,-2.38,-2.65,2.46
17.794,-2.44,-2.42,2.21
17.795,-2.50,-2.16,1.95
17.798,-2.55,-1.88,1.68
17.801,-2.60,-1.59,1.41
17.803,-2.64,-1.30,1.12
17.804,-2.67,-0.98,0.84
17.805,-2.68,-0.67,0.55
17.808,-2.67,-0.36,0.26
17.809,-2.65,-0.04,-0.03
17.812,-2.60,0.28,-0.33
17.813,-2.53,0.58,-0.62
17.816,-2.42,0.87,-0.91
17.818,-2.28,1.13,-1.21
17.819,-2.10,1.37,-1.49
17.822,-1.89,1.58,-1.75
17.824,-1.65,1.76,-2.02
17.825,-1.38,1.89,-2.26
17.828,-1.08,2.00,-2.49
17.829,-0.74,2.09,-2.70
17.832,-0.38,2.15,-2.89
17.834,-0.00,2.20,-3.07
17.836,0.40,2.23,-3.24
17.838,0.82,2.24,-3.41
17.839,1.24,2.24,-3.58
17.842,1.66,2.21,-3.73
17.844,2.08,2.17,-3.88
17.846,2.50,2.12,-4.03
17.848,2.91,2.06,-4.17
17.850,3.30,2.01,-4.30
17.852,3.67,1.98,-4.44
17.854,4.03,1.96,-4.56
17.855,4.36,1.95,-4.68
17.858,4.66,1.97,-4.79
17.860,4.94,2.01,-4.91
17.862,5.20,2.05,-5.02
17.864,5.42,2.10,-5.13
17.866,5.62,2.13,-5.25
17.868,5.79,2.16,-5.37
17.870,5.93,2.18,-5.49
17.874,6.04,2.19,-5.61
17.874,6.13,2.19,-5.74
17.876,6.19,2.19,-5.87
17.878,6.24,2.17,-6.01
17.880,6.25,2.16,-6.15
17.882,6.25,2.13,-6.30
17.888,6.23,2.09,-6.44
17.888,6.19,2.04,-6.59
17.889,6.14,1.99,-6.74
17.890,6.08,1.92,-6.89
17.892,6.00,1.85,-7.04
17.896,5.92,1.77,-7.19
17.896,5.83,1.69,-7.33
17.898,5.74,1.59,-7.47
17.900,5.64,1.51,-7.61
17.902,5.54,1.42,-7.74
17.904,5.44,1.34,-7.86
17.906,5.33,1.26,-7.98
17.908,5.23,1.19,-8.09
17.910,5.13,1.12,-8.19
17.912,5.03,1.05,-8.28
17.915,4.94,1.00,-8.36
17.916,4.84,0.97,-8.44
17.918,4.76,0.96,-8.51
17.920,4.67,0.96,-8.58
17.922,4.60,0.97,-8.63
17.924,4.53,0.99,-8.69
17.926,4.48,1.02,-8.73
17.928,4.43,1.05,-8.78
17.930,4.40,1.09,-8.82
17.932,4.38,1.13,-8.86
17.934,4.37,1.18,-8.89
17.936,4.37,1.22,-8.92
17.938,4.38,1.26,-8.95
17.940,4.40,1.30,-8.98
17.942,4.43,1.33,-9.01
17.944,4.48,1.35,-9.05
17.946,4.54,1.38,-9.09
17.948,4.61,1.40,-9.13
17.950,4.69,1.40,-9.18
